Question,A,B,C,D,Explanation,Answer
Prostaglandin that can be used to induce labour at term is,PGE2,PGF2,PGI2,PGD2,"Ans. a. PGE2. (Katzung Clinical Pharmacology 11th edition./, Ch.l8/page 410)Dinoprostone, a synthetic prep of PGE2, is administered vaginally for oxytocic use. It is used for inducing abortion in the second trimester of pregnancy, for missed abortion, for benign hydatidiform mole, and for ripening of the cervix for induction of labor in patients at or near term. An analog of PGF2a (carboprost tromethamine) is also used in obstetrics - used to induce second-trimester abortions and to control PPH not responding to conventional methods of Rx.PROSTAGLANDINS# Have very short half-life.# Arachidonic acid is common precursor (acylic fatty acid derivatives).# The subscript numeral after the letter (e.g., PGE2) indicates degree of unsaturation.# PGF2 alpha acts predominantly on myometrium, while PGE2 on cervix due to its collagenolytic property. (Hint: F for fundus and E for effacement of cervix.).# Carboprost is effective in refractory cases of PPH.# Misoprostol is methyl ester of PGE1, rapidly absorbed and more effective than oxytocin and prostaglandins in induction of labour, also effective in treatment in NSAID induced peptic ulcer.# Inflammatory mediators from arachidonic are:- TxA2, PGD2, PGE2, PGF2 alpha, PGI2 (Cycloxygenase pathway) leukotrienes (Lipoxygenase)--LTB4 is a neutrophil chemotactic agent. LTC4, D4 and E4 (SRS-A) function in broncho-constriction, vasoconstriction, contractions of smooth muscle and increased vascular permeability.PgActionsPGE2Bronchoconstriction, platelet aggregation.PGE2Potent inducer of bone resorption and releases Ca++ from bones and cervical effacement.PGE2Bronchoconstriction, role in uterine and ovarian function (fundal contraction).PGI2Bronchodilation, vasoconstriction, and platelet aggregation.TXA2Bronchodilation, vasoconstriction, and platelet aggregation stimulation (Bradykinin and histamine are potent vasodilators)USES OF PROSTAGLANDINS IN OBSTETRICS# Induction of abortion (MTP and missed abortion); Antiprogestins (eg, mifepristone) have been combined with an oral oxytocic synthetic analog of PGE1 (misoprostol) to produce early abortion.# Induction of labour# Termination of molar pregnancy# Cervical ripening before induction of labour/abortion# Acceleration of labour# Management of atonic PPH# Management of tubal ectopic pregnancyActionArachidonic Acid Metabolites (Eicosanoids)VasodilationPGI2 (prostacyclin), PGE1, PGE2, PGD2VasoconstrictionThromboxane A2, leukotrienes C4, D4, E4Increased vascular permeabilityLeukotrienes C4, D4, E4Chemotaxis, leukocyte adhesionLeukotriene B4",A
A 19-yrs-old woman desires an MTP at 6 weeks of pregnancy . Which of the following is an appropriate procedure to perform this MTP ?,Dilation and curretage,Hypeonic extra-amniotic saline infusion,Suction and evacuation,15-methyl Beta-prostaglandin injection,"In the given case choices, suction and evacuation is the preferred technique for first trimester aboions. Medical methods like Mifepristone followed by misoprostal can be used and its 99% effective in the first 7 weeks of pregnancy. Would have been a better answer if it was mentioned in the choices here Dilation and curettage- can be done but since there is curettage involved, there is an inherent risk of Asherman's syndrome.Hence avoided for such early gestation Hypeonic saline infusion-Though not in regular use in most hospitals due to concerns of Amniotic Fluid embolism, its done for second trimester aboion. Prostaglandins - done for termination of pregnancy > 12 weeks Pregnancy gestation where its the drug of choice.",C
False regarding calcium homeostasis in pregnancy is?,Serum non ionized calcium levels fall,Serum ionized calcium levels fall,Intestinal absorption of calcium increased,"Levels of 1,25 dihydroxy vitamin D are increased","Ans. B. Serum ionized calcium levels fallTotal serum calcium levels, (which include both ionized and non-ionized calcium), decline during pregnancy, reduction follows lowered plasma albumin concentrations and, a consequent decrease in the amount of circulating protein- bound non ionized calcium. Serum ionized calcium levels remain unchanged. The fetal skeleton accretes approximately 30g of calcium by term, 80 percent of which is deposited during the third trimester. This demand is largely met by a doubling of maternal intestinal calcium absorption mediated, in part, by 1,25-dihydroxyvitamin D3 . Dietary intake of sufficient calcium is necessary to prevent excess depletion from the mother.",B
Seen in rickets A/E -,Cupping of metaphysis,Defective Mineralization,Epiphyseal dysgenesis,All,"Ans. is 'c' i.e., Epiphyseal dysgenesiso In rickets osteoid (protein matrix) is formed normally but mineralization of this osteoid does not occur i.e. there is defective mineralization.o Epiphyseal plate (growth plate) has following five zones (moving from epiphysis towards metaphysis) -i) Resting zoneii) Proliferative zoneiii) Maturation zoneiv) Zone of hyperophyv) Zone of provisional calcificationo Normally, capillaries grow from metaphysis to epiphysis tunnels in the zone of provisional calcification. This ingrowth of capillaries destroy the cailagenous cells in zone of hyperophy, thereby limiting the growth of epiphyseal plate.Changes in Ricketso In rickets, tunnels are not formed in zone of provisional calcification because there is defective mineralization No capillary ingrowth from metaphysis to epiphysis ---> cailagenous cells continue to proliferate but do not die --> Thickening of growth plate.o Proliferating cells in growth plate extend beyond the normal width of bone --> widning of growth plate (clinically presents as palpable enlargement at wrist, elbow and ankle, also at costochondral junction -4 rachitic rosary).o As there is softening of metaphysis, axial pressure pushes the epiphysis into the metaphysis cupping or flaring of metaphysis (In normal bones, metaphysis is rigid so cupping does not occur).o As there is irregular calcification (mineralization), the edge of the metaphysis loses its sharp border --> fraying of metaphysis.In subperiosteal region, calcium deposition in the osteoid surrounding the shaft is impaired --> softening and deformity of long bones.",C
6 months old infant with Hb of 6 gm% has anaemic features with peripheral blood showing target cells. Family history of similar complaints is (Positive). Diagnosis can be best done with which of the following -,Hb electrophoresis,ELISA,Coomb's Test,Osmotic fragility,"Ans. is 'a' i.e., Hb Electrophoresis Presence of : 1. Anaemia (Hb < 6%), Target cells, 3. Increase reticulocytes suggests the diagnosis of thalassemia. o Thalassemia is a hemoglobin disorder. Hemoglobin disorders are diagnosed by electrophoresis. o Diagnosis of thalassemia is confirmed by serum electrophoresis.",A
A 32 - year old obese woman is diagnosed with polycystic ovarian disease. She has irregular menstrual cycles around 8 → 10 menses per year. Your approach in management includes all except,"Screen for dyslipidemia, diabetes mellitus and metabolic syndrome.",Give combined OCPs to prevent endometrial hyperplasia.,Lifestyle changes to focus on diet and exercise.,Weight loss to restore normal ovulatory cycles.,"In women with PCOD, with fairly regular cycle intervals and mild hyperandrogenism, need not be treated. Advice lifestyle modifications and screen regularly.",B
Stillborn child is defined by,>=20 wks,>= 24 wks,>=28 wks,>= 32 wks,"The definition recommended by WHO is a baby born with no signs of life at or after 28 weeks&; gestation. The major causes of stillbih include: childbih complications post-term pregnancy maternal infections in pregnancy (malaria, syphilis and HIV) maternal disorders (especially hypeension, obesity and diabetes) fetal growth restriction congenital abnormalities. Reference: GHAI. Essential paediatrics , 8 th edition",C
True about tetanus –,Tetanus bacilli can spread through blood,Spread along the nerves only,Requires oxygen,I.P. is variable,"Pathogenicity 

Cl. tetani has little invasive property and is confined to the primary site of lodgment. Tetanus results from the action of the potent exotoxin it produces.
Toxin is released in the wound, it enters the axon of neurons and is transported to brain stern and spinal cord by regrograde intraneural transport where it presynaptically blocks release of glycine and GABA.

Tetanus 

Incubation period - is variable from two days to several weeks, but is commonly 6-12 days. Note : It is tetanus toxin not bacilli that spread along the nerve.",D
Halban's sign is seen in,Endometriosis,Adenomyosis,Cervical cancer,Endometrial cancer,"Halban's sign refers to tender, softened uterus on premenstrual bimanual examination in adenomyosis.",B
"A G2P1L1 lady with previous LSCS comes at 37 weeks, with BP 150/100 mm Hg. CTG is reactive and her P/V findings are os closed, cervix partially effaced, soft, midline, Vx(-2) and pelvis is adequate. Urine protein by dipstick is (1+). What is the management?",Start antihypertensives and follow up after 1 week,Induction of labor,Cesarean section,Do not start antihypertensives but follow up after 1 week,"Ans. B. Induction of laborPregnancies complicated by pre-eclampsia should be terminated beyond 37 completed weeks if BP is controlled. This is preferably done by induction of labor, h/o previous cesarean section is not an absolute indication for repeat cesarean in such circumstances.",B
Most useful investigation for VVF,Three swab test,Cystoscopy,Urine culture,IVP,Big fistula Fistula tract is available Obvious escape of urine Tiny fistula Dye test Knee chest position: Escape of bubbles on coughing Three-swab test Gold Standard Cystoscopy Ref: D.C.DUTTA&;S TEXTBOOK OF GYNAECOLOGY; 6th edition; Pg no: 420,B
Earliest of fetal heart can be detected at:,6.0-6.5 weeks,6.5-7 weeks,7.1-7.5 weeks,8 weeks,"Ans. is a, i.e. 6.0-6.5 weeksRef. USG in Obs. and Gynae. Callen 4/e, p 119, 120When the question says--cardiac activity is earliest detected at--it means they are asking about TVS--Transvaginal sonography.On TVS, cardiac activity is seen at 6 weeks.Remember: If the question says cardiac activity is detected at and does not specify TVS or TAS: Then it is TAS--so then answer is 7-8 weeks.So earliest cardiac activity can be detected between 6 to 6.5 weeks.",A
Most useful investigation in a 55-year-old postmenopausal woman with DM and HTN who has presented with postmenopausal bleeding is:,Pap smear,Endometrial Biopsy,Transvaginal ultrasound,Ca-125 estimation,"Approach for Post menopausal Bleeding in a woman Office endometrial aspiration biopsy is the accepted first step in evaluating a patient with abnormal uterine bleeding or suspected endometrial pathology. The diagnostic accuracy of office-based endometrial biopsy is 90% to 98% whencompared with subsequent findings at dilation and curettage (D&C) or hysterectomy TVS is at best an adjuvant which helps in the diagnosis of endometrial cancer but 'NOT' the best first step Novaks Gynecology: Transvaginal ultrasonography may be a useful adjunct to endometrial biopsy for evaluating abnormal uterine bleeding and selecting patients for additional testing. Transvaginal ultrasonography, with or without endometrial fluid instillation (sonohysterography), may be helpful in distinguishing between patients with minimalendometrial tissue whose bleeding is related to perimenopausal anovulation or postmenopausal atrophy and patients with significant amounts of endometrial tissue or polyps who are in need of fuher evaluation. The finding of an endometrial thickness greater than 4 mm, a polypoid endometrial mass, or a collection of fluid within theuterus requires fuher evaluation. Hysteroscopy guided biopsy, if utilized, is the single best investigation for assesment of the uterus",B
