Question,A,B,C,D,Explanation,Answer
AUER rods are seen in,Ml AML,M6AML,ALL,M3 AML,"Acute myelogenous leukaemia (AML)
AML is a cancer of myeloid line of WBCs, characterized by the rapid proliferation of abnormal cells which accumulate in the bone marrow and interfere with the production of normal blood cells,
AML is the most common acute leukaemia affecting adults.
The diagnosis of AML is based on finding that myeloid blasts make up more than 20% of the cells in the marrow,
Myeloblasts are myeloperoxidase (peroxidase positive)
Auer rods (represent abnormal azurophilic granule) are also present in myeloblasts and their presence is taken to be definitive evidence of myeloid different.
In some AMLs, blast cells exhibit different of other myeloid stem cell line (other than myeloblast),
e.g., Monoblast → Lack Auer rods, peroxidase negative, but nonspecific esterase positive. Megakaryocyte different Erythroblast",D
Which is the best parameter to monitor LMWH?,aPTT,PT,INR,An Xa level,LMWH does not need any monitoring except in some special circumstances like pregnancy and old age and kidney disease. And Xa level is best parameter for its monitoring.,D
Regarding aprepitant all are true except:,Agonist at NK1 receptors,Crosses Blood Brain Barrier,Ameliorate nausea and vomiting induced by chemotherapy,Metabolized by CYP450 enzymes,"it is a recently introduced selective high affinity NK1 receptor antagonst that blocks the emetic action of substance P,with little effect on 5HT3and D2 or other receptor ESSENTIALS OF MEDICAL PHARMACOLOGY SEVENTH EDITION KD TRIPATHI PG NO.669",A
Bell's Palsy is characterized by,Bilateral involvement of the side of the face,Inability to whistle,No loss of muscular control,Closing of the eyes,"Bell's palsy is an abrupt, unilateral, peripheral facial nerve paralysis. It is characterized by drooping of the corners of the mouth, watering of the eye, inability to close or wink the eye, absence of forehead wrinkles on the affected side, mask like expression less face, inability to whistle.",B
Stain used for melanin-,Masson Fontana,Prussain blue,Masson trichrome,Congo red,"HARSH MOHAN Textbook of pathology 6th edition pg no 13 TABLE 2.1: Common Special (Histochemical) Stains in Surgical Pathology (in Alphabetic Order of Constituents). Stain: Masson Fontana Component/Tissue: Melanin, argentaffin cells Dyes: Silver nitrate Interpretation:Melanin, argentaffin,chromaffin, lipofuscin: black Nuclei: red HARSH MOHAN Textbook of pathology 6th edition pg no 13",A
Which of the following is positive in Follicular lymphoma,Bcl 2,Bcl 6,Bcl 1,None of the above,"* Burkitt lymphoma and Follicular lymphoma arises from Germinal center B cell * Mantle cell lymphoma arises from Naive B cell * Hairy cell leukemia and extranodal marginal zone lymphoma arises from Memory B cell Translocation In :- * Burkitt lymphoma t (8:14) * Follicular lymphoma t (14:18) * Mantle zone lymphoma t(11:14) * Marginal Zone lymphoma t(11:18) CD23 is negative in Mantle cell lymphoma Ref:- Robbins Basic Pathology 9th Edition; Pg num:- 468,469",A
Sickle cell anemia is characterized by:September 2010,Microcytosis,Macrocytosis,Splenomegaly,Autosplenectomy,"Ans. D: AutosplenectomySickle cell anemia causes autosplenism by causing hypoxia and infarcts in the spleen. Since in the spleen blood flow is sluggish, the oxygen tension is low.When red blood cells with hemogblobin S are exposed to this low oxygen tension they tend to aggregate and polymerize. Sickled cells also express more adhesion molecules and appear more sticky. The sickle cells arrest in the hypoxic vascular bed in the spleen, resulting in a vicious cycle: decrease in 02, sickling and vascular obstruction from thrombus formation. Initially the spleen is enlarged, then progressively becomes smaller. The stasis of flow in the spleen causes hypoxic damage, thrombosis, infarction and fibrosis. In the end the spleen 'disappears' completely (termed 'autosplenectomy').",D
A patient Geeta began taking alendronate and she was advised to take large amount of water and remain in the standing position for at least half an hour till she had the first meal of the day. These instructions were given to reduce the risk of:,Cholelithiasis,Constipation,Erosive esophagitis,Osteonecrosis,Due to risk of Erosive Gastritis Bisphosphonates are advised to be taken :- - with plenty of water - remain in standing position - before first meal of day,C
Liquefactive necrosis is a feature of?,Heart,Brain,Lungs,Spleen,"Ans. is 'b' i.e., Brain Liquefactive necrosiso It is the necrotic degradation of tissue that rapidly undergo softening and liquefaction because of the action of hydrolytic enzymes. The primary pathogenic mechanism is enzymatic digestion of cell. Liquefactive necrosis occurs after1) Infection i.e., suppurative inflammation (most common); and2) Ischemic necrosis of brain.",B
Which class of antiretroviral drug is used for starting treatment for HIV infection -,Protease inhibitors,NRTIs,Fusion inhibitors,NNRITs,"Ans. is 'b' i.e., NRTIs Treatment of HIV infection in general (HAART)o It includes 3 or more drugs, of which one or two are always NRTIs.o The combination may be 2NRITs+ 1 protease inhibitor or lNRITs + lNNRITs + 1PI.",B
TNF (alpha inhibitors) used in rheumatoid arthritis is,Infliximab,Rituximab,D-penicillamine,Cycloserine,"(Infliximab): (2/2- 683- 84 - KDT 7t)INFLIXIMAB - is a chimeral monoclonal antibody which binds and neutralizes TNF-alpha* TNF-alpha inhibitors mainly suppress macrophage and T-cell function; inflammatory changes in the joint regress and new erosions are slowed* Quicker response than non biologic DMARDs* Generally added to methotrexate* Susceptibility to opportunistic infection, including tuberculosis and pneumocystis pneumonia is increasedDisease modifying antirheumatic drugs (DMARDs)A. Nonbiological drugsB, Biological drugs1. Immunosuppressants - Methotrexate, Azathioprine, cyclosporine1TNF alpha inhibitors - Etanercept, Infliximab, Adalimumab2. Sulfasalazine 3. Chloroquine or Hydroxychloroquine2. IL-1 antagonist:- Anakinra4. Leflunomide Gold and penicillamine are obsolete DMARDs",A
The most common gene associated with renal cell carcinoma is,WT 1,BRCA 1,VHL,PATCH,"Renal cell carcinoma *Renal cancers are mostly sporadic, except for a 4% cases which appear familial *Familial renal cancers are due to mutation of VHL and MET genes*98% of all renal cancers (sporadic and familial) are due to VHL mutation encoded in chr3p*Most common cause of familial papillary renal cell carcinoma (rare disease) is MET protooncogene*Most common risk factor for all renal cancers- Tobacco*Most common type of renal cell carcinoma is clear cell carcinoma , which is followed by papillary carcinoma, chromophobe carcinoma and collecting duct carcinoma*Most common type of renal cancer in patients who develop dialysis associated cystic disease - Papillary carcinoma*VHL is a tumour suppressor gene. Mutation of both the VHL genes causes angiogenesis (by increasing expression of hypoxia inducible factor-1) and cell growth (by increasing expression of insulin like growth factor -1)*Renal cell carcinoma mostly affects the poles Microscopic findings:*Classic clinical features of renal cell carcinoma - Costoveebral pain, palpable mass and hematuria*Clear cell carcinoma -Cells with clear cytoplasm containing glycogen and lipids, delicate capillaries*Papillary carcinoma - Papillary formations, foam cells in interstitium, psammoma bodies*Collecting duct carcinoma - irregular channels lined by atypical cells and show hobnail pattern*Chromophobe cell carcinoma - cells with abundant cytoplasm impaing blue colour in Hale's colloidal iron stain(Ref: Robbins 8/e p964)",C
Bromocriptine is used in following clinical situations except ?,Type II DM,Hepatic Coma,Cyclical mastalgia,Hypoprolactinemia,"Ans. is `d' i.e., Hypoprolactinemia Uses of Bromocriptive Bromocriptine is a powerful dopamine agonist. It suppresses prolactin secretion while promoting secretion of gonadotropins. Its therapeutic uses are: Suppression of lactation in galactorrhea Cyclical mastalgia Induction of ovulation in anovulatory infeility caused by hyperprolactinemia Parkinsonism Acromegaly due to small pitutary tumours Hepatic coma Recently, it has been approved for treatment of type 2 DM.",D
Michaelis gutmann bodies are found in ?,Malakoplakia,Xanthogranulomatous pyelonephritis,Nail patella syndrome,Xanthelesma,"Ans. is 'a' i.e., Malakoplakiao In addition to histological changes, malakoplokia is also characterized by Michaelis Guttman bodies. Michalies Guttman bodies are Laminated mineralized concretions resulting from deposition of calcium in enlarged lysosomes. They are typically present both within the macrophages and between cells.",A
"A 20-year-old man who has multiple sexual partners and does not use barrier precautions has had a non-tender ulcer on his penis for the past week. On physical examination, the 0.6-cm lesion has a firm, erythematous base and sharply demarcated borders. The lesion is scraped, and the microscopic darkfield examination is positive for motile spirochetes. Which of the following inflammatory processes is most likely to accompany this infection?",Acute inflammation with abscess formation,Granulomatous inflammation with caseation,Gummatous inflammation with necrosis,Perivascular inflammation with plasma cells,Infection with Treponema pallidum can lead to syphilitic chancres in the primary stage of syphilis. The chancres are characterized by lymphoplasmacytic infiltrates and by an obliterative endarteritis. Similar lesions also may appear with secondary syphilitic mucocutaneous lesions. Acute inflammation with abscess formation is characteristic of bacterial infections such as gonorrhea. Caseating granulomatous inflammation is more characteristic of tuberculosis or fungal infections. Gummatous inflammation can be seen in adults with tertiary syphilis or in congenital syphilis.,D
All of the following are features of MEN 1 syndrome except: September 2007,Pancreatic tumor,Pituitary tumor,Hyperparathyroidism,Medullary carcinoma of thyroid,"Ans. D: Medullary carcinoma of thyroid MEN-1/Wermer syndrome is characterized by abnormalities involving the parathyroid, pancreas and pituitary gland; thus the mnemonic device, the 3P's. Parathyroid-Hyperparathyroidism is present in 80-95% of patients. Asymptomatic hypercalcemia is the most common manifestation: about 25% of patients have evidence of nephrolithiasis or nephrocalcinosis. In contrast to sporadic cases of hyperparathyroidism, diffuse hyperplasia or multiple adenomas are more common than solitary adenomas. Pancreas-Pancreatic islet cell tumors occur in 60 to 70% of patients. Tumors are usually multicentric. Multiple adenomas or diffuse islet cell hyperplasia commonly occurs; such tumors may arise from the small bowel rather than the pancreas. About 30% of tumors are malignant and have local or distant metastases. Malignant islet cell tumors due to MEN 1 syndrome often have a more benign course than do sporadically occurring malignant islet cell tumors. About 40% of islet cell tumors originate from a beta cell, secrete insulin (insulinoma), and can cause fasting hypoglycemia. Beta-Cell tumors are more common in patients < 40. About 60% of islet cell tumors originate from nonbeta-cell elements and tend to occur in patients > 40. Non-beta-cell tumors are somewhat more likely to be malignant Pituitary-Pituitary tumors occur in 15 to 42% of MEN 1 patients. From 25 to 90% are prolactinomas. About 25% of pituitary tumors secrete growth hormone or growth hormone and prolactin. Excess prolactin may cause galactorrhea and excess growth hormone causes acromegaly clinically indistinguishable from sporadically occurring acromegaly. About 3% of tumors secrete ACTH, producing Cushing's disease. Most of the remainder are nonfunctional.",D
