Question,A,B,C,D,Explanation,Answer
"You and your friend goes for a picnic to a hilly area. He has 5 to 6 episodes of loose stools. There is no fever, tachycardia or no other signs of dehydration. What should you do next?",Start a course of oral ofloxacin and onidazole,Give ORS solution with water,Take him to a nearby hospital,Start intravenous (IV) fluids,"ANS. BClassification of diarrhea based on severity in children and management.SignsClassify asIdentify treatment(Urgent pre-referral treatment are in bold print)Two of the following signs:* Lethargic or unconscious* Sunken eyes* Not able to drink or drinking poorly* Skin pinch goes back very slowlySevere dehydration* If child has no other severe classificationGive fluid of severe dehydration (Plan C)ORIf child also has another severe classificationRefer urgently to hospital with mother giving frequent sips of ORS on the way. Advise the mother to continue breastfeeding* If child is 2 years or older, and there is cholera in your area, give antibiotic for cholera.Two of the following signs:* Restless, irritable* Sunken eyes* Drinks eagerly, thirsty* Skin pinch goes back slowly.Some dehydration* Give fluid, zinc supplements and food for some dehydration (Plan B)* If child also has a severe classification:Refer urgently to hospital with mother giving frequent sips of ORS on the way. Advise the mother to continue breastfeeding* Advise mother when to return immediately* Follow-up in 5 days if not improving* If confirmed/symptomatic HIV, follow-up in 2 days if not improving* Not enough signs to classify as some or severe dehydrationNo dehydration* Give fluid, zinc supplements and food to treat diarrhea at home (Plan A)* Advise mother when to return immediately* Follow-up in 5 days if not improving* If confirmed/symptomatic HIV, follow-up in 2 days if not improving",B
The drug which can be considered as an alternative for splenectomy in severe autoimmune hemolytic anemia is:,Adalimubab,Eculizumab,Rituximab,IV immunoglobulin,"Rituximab is effective in more than 80% of patients with severe autoimmune hemolytic anemia not responding to steroids. Ref: Harrison's principles of internal medicine, 18th edition ; Page :882.",C
"A 75-year-old woman with hypertension develops fatigue and dyspnea on exertion. Her blood pressure is 160/60 mm Hg and pulse 80/min. The second heart sound is diminished and there is an early diastolic murmur that radiates from the right sternal border to the apex. Your clinical diagnosis is aortic regurgitation.For the above patients, select the characteristic arterial pulse finding.",pulsus tardus,pulsus paradoxus,hyperkinetic pulse,bisferiens pulse,"A hyperkinetic pulse occurs in the setting of an elevated stroke volume (anemia, fever, anxiety) or an abnormally rapid runoff from the arterial system (aortic regurgitation, patent ductus arteriosus, arteriovenous fistula).",C
Age related dementia has been associated with increased levels of,Homocysteine,Cysteine,Tourine,Methionine,"Identification of modifiable risk factors provides a crucial approach to the prevention of dementia.. The findings are consistent with moderately raised plasma total homocysteine (>11 mmol/L), which is common in the elderly, being one of the causes of age-related cognitive decline and dementia Ref Harrison20th edition pg 2445",A
The following are the signs and symptoms included in the syndromic approach of sexually transmitted disease except -,Genital ulcers,Urethal discharge in males,Dysuria in women,Vaginal discharge,Signs and symptoms included in the syndromic approach of STD : Urethral discharge in males Vaginal discharge Lower abdominal pain in females Genital ulcer Scrotal swelling Inguinal bubo Ref: PARK&;S TEXTBOOK OF PREVENTIVE AND SOCIAL MEDICINE 23rd edition pg 333,C
Farmer's lung result from exposure to,Aspergillus,Thermophilic actinomycetes,Cotton dust,Silica,"(B) Thermophilic actinomycetes # FARMER'S LUNG is due to the inhalation of mouldy hay or grain dust. In grain dust or hay with a moisture content of over 30 per cent bacteria and fungi grow rapidly, causing a rise of temperature to 40 to 50deg C.This heat encourages the growth of thermophilic actinomycetes, of which Micropolyspora faerti is the main cause of farmer's lung.# OTHER FORMS OF PNEUMOCONIOSIS: Coalworker's pneumoconiosis (also known as miner's lung, black lung or anthracosis) -- coal, carbon Asbestosis -- asbestos Silicosis (also known as 'grinder's disease' or Potter's rot, or when related to silica inhaled from the ash of an erupting volcano, Pneu-mono ultramicroscopic silico-volcanoconiosis) -- crystalline silica dust Bauxite fibrosis -- Bauxite Berylliosis--Beryllium Siderosis--Iron Byssinosis -- Cotton Silicosiderosis -- mixed dust containing silica and iron Labrador lung (found in miners in Labrador, Canada) -- mixed dust containing iron, silica and anthophyllite, a type of asbestos Stannosis -- Tin oxide",B
"A person with tuberculosis on domiciliary treatment is expected to do all, except?",Dispose sputum safely,Use separate vessels,Collect drugs regularly,Report to PHC if new symptoms arise,"Domiciliary Treatment

Domiciliary/Ambulatory treatment: Self-administration of (oral) drugs by patients themselves without recourse to hospitalization
Studies have shown that ‘hospital treatment has no advantage over domiciliary treatment’

Guidelines for patients on domiciliary treatment:
– Collect drugs regularly
– Dispose sputum safely (burning/5% cresol/boiling/autoclaving)
– Report to PHC if new symptoms arise",B
Most common site of diatoms test done in drowning is?,Lungs,Bone marrow,Heart,Stomach,"Ans. (b) Bone marrowRef. Forensic medicine and toxicology, JR. N. Karmakar 154, Review of forensic medicine, Toxicoloty by gautam biswas 2/e, p 160",B
"A 74 year old woman, in otherwise good health, tripped and injured her right leg 2 days previously and has been bedridden since the accident. Two hours ago, she became delirious. On physical examination, her temperature is 99 F, blood pressure is 120/70 mmHg, hea rate is 110, and respiratory rate is 32. Pulse oximetry shows an oxygen saturation of 80%, and a chest x-ray film is normal. Which of the following is the most likely diagnosis?",Acute cerebral hemorrhage,Acute cerebral infarction,Myocardial infarction,Pulmonary thromboembolism,"Hip fracture and prolonged bed rest are classic risk factors for the development of pulmonary thromboemboli (PE). Common clinical manifestations of PE are hypoxia (due to ventilation/perfusion mismatch) despite a normal chest x-ray, tachycardia, and delirium in older patients. Cerebral hemorrhage might cause delirium but would not directly cause hypoxia unless the patient was hypoventilating (e.g., because of brainstem involvement). Cerebral infarction could produce delirium but would not directly cause hypoxia unless the patient was hypoventilating. Myocardial infarction could account for delirium and tachycardia, but not for hypoxia with a normal chest x-ray. Severe congestive hea failure after myocardial infarction could cause hypoxia due to pulmonary edema, but the chest x-ray would not be normal. Ref: Chesnutt M.S., Corona R., Prendergast T.J., Tavan E.T., Szklo M. (2013). Chapter 9. Pulmonary Disorders. In M.A. Papadakis, S.J. McPhee, M.W. Rabow, T.G. Berger (Eds), CURRENT Medical Diagnosis & Treatment 2014.",D
"All of the following method used for detecting heavy metals, except -",Harrison & Gilroy test,Paraffin test,Neutron activation analysis,Atomic adsorption spectroscopy,"Tests used in firearm discharge


Based on detection of nitrate : Dermal nitrite (Paraffin) test.
Based on detection of heavy metal: Harrison and Gilroy test, neutron activation analysis, Atomic absorption spectroscopy, and flameless atomic absorption spectroscopy.",B
Enteric fever on fourth day is best diagnosed by:,Stool test,Widal test,Urine test,Blood culture,"Ans. (d) Blood cultureRef.:Harrison 18th edition, Chapter 153* The definitive diagnosis of enteric fever requires the isolation of S. typhi or S. paratyphi from blood, bone marrow, other sterile sites, rose spots, stool, or intestinal secretions.For diagnosis in the first week* Sensitivity of blood culture is only 40-80%, probably because of high rates of antibiotic use in endemic areas and the small quantities of S. typhi (i.e., <15 organisms/ mL).* Bone marrow culture is 55-90% sensitive, and, unlike that of blood culture, its yield is not reduced by up to 5 days of prior antibiotic therapy.* Culture of intestinal secretions (best obtained by a noninvasive duodenal string test) can be positive despite a negative bone marrow culture.",D
All are risk factors for Severe Hypoglycemia except,Sleep,Short duration of D.M,ACE genotype,Strict control of blood sugar level,"(A) Sleep # Hypoglycemia-Associated:> Autonomic Failure(Nueropathy): The concept of hypoglycemia-associated autonomic failure (HAAF) in diabetis posts that recent antecedent iatrogenic hypoglycemia (or sleep or prior exercise) causes both defective glucose counterregulation (by reducirg the epinephrine response to a given level of subsequent hypoglycemia in the setting of absent insulin and glucagon responses) and hypoglycemia unawareness (by reducing the sympathoadrenal response to a given level of subsequent hypoglycemia).> Based on this pathophysiology, additional risk factors for hypoglycemia in diabetes include insulin deficiency that indicate; that insulin levels will not decrease and glucagon levels will not increase as plasma glucose levels fall; a history of severe hypoglyc emia or of hypoglycemia unawareness, implying recent antecedent hypoglycemia, that indicates that the sympathoadrenal response will be attenuated; and lower HbA1c levels or lower glycemic goals that, all other factors being equal, increase the probability of recent antecedent hypoglycemia",A
